country_code,country_name,indicator_id,indicator_name,index_id,index_name,value,year
GBR,United Kingdom,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",GII,Gender Inequality Index,14.162,2016
GBR,United Kingdom,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",GII,Gender Inequality Index,13.141,2017
GBR,United Kingdom,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",GII,Gender Inequality Index,12.338,2018
GBR,United Kingdom,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",GII,Gender Inequality Index,11.342,2019
GBR,United Kingdom,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",GII,Gender Inequality Index,10.645,2020
GBR,United Kingdom,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",GII,Gender Inequality Index,10.541,2021
GBR,United Kingdom,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",GII,Gender Inequality Index,9.985,2022
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,10.522,1990
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,10.624,1991
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,10.326,1992
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,10.054,1993
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,9.934,1994
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,9.773,1995
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,10.103,1996
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,9.660,1997
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,9.729,1998
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,9.579,1999
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,9.669,2000
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,9.781,2001
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,9.439,2002
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,9.583,2003
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,9.558,2004
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,9.445,2005
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,9.339,2006
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,9.134,2007
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,8.826,2008
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,7.938,2009
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,8.157,2010
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,7.422,2011
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,7.640,2012
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,7.428,2013
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,6.774,2014
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,6.477,2015
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,6.084,2016
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,5.863,2017
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,5.716,2018
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,5.462,2019
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,4.865,2020
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,5.164,2021
GBR,United Kingdom,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,5.164,2022
GBR,United Kingdom,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,8.547,2010
GBR,United Kingdom,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,7.996,2011
GBR,United Kingdom,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,7.761,2012
GBR,United Kingdom,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,7.688,2013
GBR,United Kingdom,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,7.786,2014
GBR,United Kingdom,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,7.966,2015
GBR,United Kingdom,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,8.045,2016
GBR,United Kingdom,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,7.857,2017
GBR,United Kingdom,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,7.915,2018
GBR,United Kingdom,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,8.230,2019
GBR,United Kingdom,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,8.039,2020
GBR,United Kingdom,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,7.972,2021
GBR,United Kingdom,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,7.824,2022
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,13.806,1990
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,13.597,1991
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,13.742,1992
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,13.187,1993
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,13.180,1994
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,12.892,1995
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,13.397,1996
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,13.523,1997
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,13.915,1998
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,14.269,1999
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,14.600,2000
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,14.039,2001
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,14.302,2002
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,14.334,2003
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,14.511,2004
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,14.302,2005
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,14.094,2006
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,13.824,2007
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,12.749,2008
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,11.136,2009
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,11.281,2010
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,10.781,2011
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,10.879,2012
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,10.943,2013
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,10.931,2014
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,10.726,2015
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,10.259,2016
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,9.688,2017
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,9.698,2018
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,9.539,2019
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,9.239,2020
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,9.882,2021
GBR,United Kingdom,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,10,2022
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,13.641,1990
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,13.919,1991
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,14.265,1992
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,14.462,1993
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,14.659,1994
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,14.856,1995
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.053,1996
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.250,1997
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.447,1998
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.804,1999
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.996,2000
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.033,2001
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.126,2002
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.108,2003
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.555,2004
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.613,2005
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.033,2006
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.903,2007
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.054,2008
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.221,2009
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.459,2010
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.780,2011
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.698,2012
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,17.668,2013
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,17.502,2014
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,17.308,2015
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,17.360,2016
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,17.412,2017
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,17.151,2018
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,17.179,2019
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,17.168,2020
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,17.634,2021
GBR,United Kingdom,eys,Expected Years of Schooling (years),HDI,Human Development Index,17.634,2022
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,13.700,1990
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,14.010,1991
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,14.368,1992
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,14.579,1993
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,14.789,1994
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.000,1995
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.211,1996
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.422,1997
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.633,1998
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.025,1999
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.289,2000
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.359,2001
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.478,2002
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.558,2003
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,17.018,2004
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,17.071,2005
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.517,2006
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.369,2007
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.486,2008
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.641,2009
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.842,2010
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.190,2011
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.099,2012
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,18.183,2013
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,17.998,2014
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,17.789,2015
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,17.873,2016
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,17.957,2017
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,17.706,2018
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,17.764,2019
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,17.774,2020
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,18.209,2021
GBR,United Kingdom,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,18.209,2022
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,13.587,1990
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,13.833,1991
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,14.167,1992
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,14.350,1993
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,14.533,1994
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,14.715,1995
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,14.898,1996
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.081,1997
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.263,1998
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.584,1999
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.708,2000
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.713,2001
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.777,2002
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.665,2003
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.095,2004
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.157,2005
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.551,2006
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.439,2007
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.622,2008
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.803,2009
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.077,2010
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.372,2011
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.301,2012
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,17.155,2013
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,17.009,2014
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.832,2015
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.854,2016
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.875,2017
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.606,2018
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.607,2019
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.576,2020
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,17.051,2021
GBR,United Kingdom,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,17.051,2022
GBR,United Kingdom,gdi_group,GDI Group,GDI,Gender Development Index,1,2022
GBR,United Kingdom,gii_rank,GII Rank,GII,Gender Inequality Index,28,2022
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,21875.712,1990
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,21639.035,1991
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,21802.360,1992
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,22507.067,1993
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,23440.301,1994
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,23944.495,1995
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,24478.420,1996
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,25700.512,1997
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,28633.650,1998
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,27826.102,1999
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,28688.978,2000
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,30606.674,2001
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,30333.911,2002
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,31116.128,2003
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,32201.257,2004
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,32790.500,2005
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,32877.140,2006
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,33254.831,2007
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,32859.055,2008
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,31498.200,2009
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,33645.583,2010
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,33955.483,2011
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,33801.138,2012
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,34050.405,2013
GBR,United Kingdom,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,35007.610,2014
